"chart_position","chart_date","song","artist","instance","time_on_chart","consecutive_weeks","previous_week","peak_position","worst_position","year","month","week","spotify_song_id","spotify_artist_id","genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","main_genres"
12,"1970-02-07","Leaving On A Jet Plane","Peter, Paul & Mary",1,16,15,10,1,76,1970,2,6,"6ZSTinOwx5dKFYc6iYyGDn","6yrBBtqX2gKCHCrZOYBDrB","american folk revival, folk, folk rock, mellow gold, singer-songwriter, soft rock",0.414,0.167,9,-16.519,1,0.0484,0.804,0,0.117,0.384,133.45,"world_regional, classic_folk, rock, indie_alt, other"
7,"1970-02-21","Raindrops Keep Fallin' On My Head","B.J. Thomas",1,17,16,3,1,86,1970,2,8,"2s1Yh0AywJhLsKKZ9vM0tm","0uUNzXylqsZdmFDwdxaP1V","adult standards, bubblegum pop, classic country pop, folk rock, mellow gold, soft rock",0.598,0.484,5,-9.663,1,0.0718,0.861,0.018,0.114,0.513,109.321,"classic_folk, pop, country, rock, indie_alt"
1,"1970-04-04","Bridge Over Troubled Water","Simon & Garfunkel",1,9,8,1,1,49,1970,4,14,"6l8EbYRtQMgKOyc1gcDHF9","70cRZdQywnSFp9pnc2WTCE","classic rock, folk, folk rock, melancholia, mellow gold, rock, soft rock",0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,"rock, classic_folk, other, indie_alt"
2,"1970-05-16","ABC","Jackson 5",1,10,9,2,1,41,1970,5,20,"2VCUcIPY3i6pv9Nu9Vg6k3","2iE18Oxc8YSumAU232n4rW","motown, soul",0.735,0.848,8,-6.206,1,0.039,0.502,7.58e-05,0.145,0.948,93.587,"soul_funk, r&b_reggae"
18,"1970-06-13","American Woman/No Sugar Tonight","The Guess Who",1,13,12,8,1,46,1970,6,24,"3beYmUcaXJZiSZMPbsMI7p","0cQuYRSzlItquYxsQKDvVc","album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",0.512,0.833,1,-8.697,0,0.0448,0.557,2.98e-05,0.31,0.519,101.188,"rock, world_regional, country, classic_folk, indie_alt, other"
22,"1970-07-04","Everything Is Beautiful","Ray Stevens",1,14,13,19,1,74,1970,7,27,"6dK0AYajyKG5xiduYXkISl","7MpUvihmfilIxyN20kXwQj","classic country pop, novelty",0.39,0.376,5,-15.205,1,0.0366,0.548,0,0.212,0.739,108.895,"pop, country, other"
1,"1970-07-18","Mama Told Me (Not To Come)","Three Dog Night",1,9,8,1,1,83,1970,7,29,"1CAO7hiNOxJRPW4nFv2aRO","4FAEZeJcsYYBkNq2D3KGTV","album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, soft rock",0.673,0.673,1,-13.941,1,0.0493,0.373,0.0265,0.206,0.825,119.994,"rock, country, classic_folk, indie_alt"
92,"1970-09-05","Monster Mash","Bobby ""Boris"" Pickett And The Crypt-Kickers",2,16,1,92,1,92,1970,9,36,"2xO2QX9rUvbpWyP6G2KqLK","1QM4zJDvUZPB1oX0pGLkjg","halloween",0.391,0.366,11,-14.98,0,0.0392,0.574,0.101,0.141,0.786,207.832,"other"
10,"1970-09-19","Make It With You","Bread",1,15,14,9,1,96,1970,9,38,"7wWw7hBmErNg9u5w6Xx0vy","70ZTdbPEcEugBNay4MvxfL","folk rock, mellow gold, singer-songwriter, soft rock",0.629,0.356,4,-11.135,1,0.0246,0.66,0.000617,0.173,0.472,83.886,"rock, classic_folk, indie_alt, other"
57,"1970-10-10","(They Long To Be) Close To You","Carpenters",1,17,16,31,1,57,1970,10,41,"50q2aUjWoTn6CJIfSPRJQA","1eEfMU2AhEo7XnKgL7c304","adult standards, mellow gold, soft rock",0.532,0.244,8,-14.652,1,0.0327,0.707,4.56e-05,0.122,0.238,89.327,"classic_folk, indie_alt, rock"
22,"1970-10-17","War","Edwin Starr",1,15,14,12,1,72,1970,10,42,"4ZEEcEMGjkWOfZNBcIB9yE","1B8AXU6gIIafpyLEpbcv1u","classic soul, motown, northern soul, soul, southern soul",0.59,0.671,1,-12.484,1,0.154,0.0939,0,0.248,0.736,109.333,"soul_funk, r&b_reggae"
10,"1970-10-24","Ain't No Mountain High Enough","Diana Ross",1,12,11,7,1,46,1970,10,43,"1KbuhBnzMHp4eq1q6flhWd","3MdG05syQeRYPPcClLaUGl","adult standards, disco, motown, quiet storm, soft rock, soul",0.393,0.792,8,-5.076,1,0.0448,0.191,0.00364,0.376,0.379,98.757,"classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock"
14,"1970-11-14","Cracklin' Rosie","Neil Diamond",1,13,12,8,1,62,1970,11,46,"5pkd9ib1RgbkAd1R9bIOCa","7mEIug7XUlQHikrFxjTWes","adult standards, brill building pop, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock, yacht rock",0.562,0.503,1,-14.836,1,0.0335,0.319,0,0.163,0.846,127.827,"classic_folk, pop, rock, indie_alt, other"
4,"1970-12-05","I'll Be There","Jackson 5",1,12,11,3,1,40,1970,12,49,"5RdhBLmB4DyFHLglRrfx63","2iE18Oxc8YSumAU232n4rW","motown, soul",0.51,0.515,5,-7.247,1,0.0253,0.593,1.24e-06,0.654,0.331,93.212,"soul_funk, r&b_reggae"
5,"1971-01-09","I Think I Love You","The Partridge Family Starring Shirley Jones Featuring David Cassidy",1,14,13,6,1,75,1971,1,2,"22vqiTM3mI3r4P1P2N4qUi","5ho7ydLm2qjRD4oeva5Sok","vintage hollywood",0.413,0.6,3,-9.096,1,0.0412,0.236,0,0.0457,0.725,204.692,"world_regional, other"
2,"1971-02-20","Knock Three Times","Dawn",1,14,13,2,1,90,1971,2,8,"5eieTS268veCXyZoLoy7eP","7DxCK6bwfQC3F2ajZ02R2F","k-pop",0.774,0.58,1,-10.08,1,0.0512,0.158,0,0.0458,0.923,123.127,"pop"
9,"1971-03-27","One Bad Apple","The Osmonds",1,13,12,4,1,78,1971,3,13,"50UoJUrslRVqG0cg6uboyn","5fU6lODhpw3GEGGJuaDprR","adult standards, bubblegum pop",0.6,0.567,0,-7.163,1,0.0398,0.382,0,0.213,0.92,101.041,"classic_folk, pop"
7,"1971-04-17","Me And Bobby McGee","Janis Joplin",1,12,11,6,1,94,1971,4,16,"1IqFh00G2kvvMm8pRMpehA","4NgfOZCL9Ml67xzM0xzIvC","album rock, classic rock, hard rock, psychedelic rock, rock, singer-songwriter",0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,"rock, other"
23,"1971-05-15","Just My Imagination (Running Away With Me)","The Temptations",1,15,14,15,1,71,1971,5,20,"39Bd345OWEhRNyfayhp9gv","3RwQ26hR2tJtA8F9p2n7jG","classic soul, memphis soul, motown, soul",0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,"soul_funk, world_regional, r&b_reggae"
1,"1971-05-22","Joy To The World","Three Dog Night",1,11,10,1,1,58,1971,5,21,"2ymeOsYijJz09LfKw3yM2x","4FAEZeJcsYYBkNq2D3KGTV","album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, soft rock",0.649,0.679,2,-12.515,1,0.0316,0.464,0.00121,0.339,0.971,126.867,"rock, country, classic_folk, indie_alt"
8,"1971-07-10","Want Ads","The Honey Cone",1,14,13,6,1,79,1971,7,28,"0zDHmuznzH58kkLutgrbiD","70pyKM7nM8QF1iLJJA0LJC",NA,0.65,0.812,1,-6.912,1,0.239,0.33,0.000131,0.0833,0.927,189.684,"r&b_reggae"
1,"1971-07-24","Indian Reservation (The Lament Of The Cherokee Reservation Indian)","The Raiders",1,16,15,2,1,94,1971,7,30,"3mDOHVY9MWZOTODSNF5GBj","6VGkOHRnGhPYrzy9qM7CVj",NA,0.639,0.385,2,-13.253,1,0.0759,0.284,0.00193,0.0873,0.209,131.714,"rock"
6,"1971-09-11","How Can You Mend A Broken Heart","Bee Gees",1,12,11,2,1,73,1971,9,37,"1jy0RbDHyBMTupSdc98XbG","1LZEQNv7sE11VDY3SdxQeN","disco, mellow gold, soft rock",0.335,0.262,4,-13.832,1,0.0393,0.548,0,0.0971,0.203,68.82,"pop, soul_funk, electronic_dance, indie_alt, rock"
1,"1971-10-09","Maggie May/Reason To Believe","Rod Stewart",1,13,12,1,1,98,1971,10,41,"7hBTWJwdCkZt7IjUsENqmv","2y8Jo9CKhJvtfeKOsYzRdT","mellow gold, soft rock",0.566,0.585,2,-8.733,1,0.0362,0.721,0.517,0.0911,0.567,129.475,"indie_alt, rock"
7,"1971-12-11","Gypsys, Tramps & Thieves","Cher",1,13,12,5,1,88,1971,12,50,"6fsSZbNL7XP9gf1kJ2l155","72OaDtakiy6yFqkt4TsiFt","dance pop, pop",0.476,0.677,0,-11.175,1,0.0365,0.211,0,0.0601,0.691,170.879,"pop, electronic_dance"
31,"1972-01-08","Theme From Shaft","Isaac Hayes",1,13,12,23,1,50,1972,1,2,"0tPhWeuypUvMOAlNM33uWH","3IKV7o6WPphDB7cCWXaG3E","classic soul, disco, funk, memphis soul, p funk, quiet storm, soul, southern soul",0.553,0.567,0,-17.692,1,0.0708,0.707,0.000514,0.0927,0.474,125.687,"soul_funk, pop, electronic_dance, world_regional, r&b_reggae"
2,"1972-01-15","Brand New Key","Melanie",1,12,11,1,1,87,1972,1,3,"7da5B9d2oVV16YSzXVxmrR","63yrD80RY3RNEM2YDpUpO8","alt z, electropop, pop",0.703,0.292,1,-10.924,1,0.036,0.805,3.76e-06,0.08,0.855,84.032,"hip_hop_rap, pop"
12,"1972-03-04","American Pie (Parts I & II)","Don McLean",1,15,14,9,1,69,1972,3,10,"1fDsrQ23eTAVFElUMaf38X","1gRNBaI4yn6wCCTvRhGWh8","classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",0.531,0.481,4,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,"rock, classic_folk, indie_alt, other"
17,"1972-04-08","Without You","Nilsson",1,17,16,7,1,99,1972,4,15,"6MrILERJLA3Jcq0E9poZsp","3RTzAwFprBqiskp550eSJX","classic rock, folk, folk rock, singer-songwriter",0.381,0.186,4,-15.477,1,0.029,0.613,2.75e-06,0.0694,0.142,65.058,"rock, classic_folk, other"
17,"1972-04-29","Heart Of Gold","Neil Young",1,13,12,8,1,62,1972,4,18,"1mH7MvtshIFTz2eEv8AZ16","6v8FB84lnmJs434UJf2Mrm","canadian singer-songwriter, classic canadian rock, classic rock, folk rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter",0.597,0.413,7,-7.844,1,0.0333,0.88,0.682,0.109,0.407,83.101,"world_regional, rock, classic_folk, indie_alt, pop, soul_funk, other"
10,"1972-05-13","A Horse With No Name","America",1,13,12,6,1,84,1972,5,20,"54eZmuggBFJbV7k248bTTt","35U9lQaRWSQISxQAB94Meo","album rock, classic rock, folk rock, heartland rock, mellow gold, soft rock",0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,"rock, classic_folk, indie_alt"
3,"1972-05-27","The First Time Ever I Saw Your Face","Roberta Flack",1,13,12,1,1,77,1972,5,22,"0SxFyA4FqmEQqZVuAlg8lf","0W498bDDNlJIrYMKXdpLHA","adult standards, classic soul, disco, quiet storm, soft rock, soul, vocal jazz",0.311,0.0264,0,-21.644,1,0.037,0.731,0.00205,0.156,0.139,120.653,"classic_folk, soul_funk, pop, electronic_dance, r&b_reggae, rock, jazz_blues"
5,"1972-07-08","The Candy Man","Sammy Davis, Jr. with The Mike Curb Congregation",1,18,17,2,1,97,1972,7,28,"5X3XrHlCFVGqNKpGp85xVC","1NAWG3AngjBXyKbmPaz92D","adult standards, easy listening, lounge, vocal jazz",0.634,0.56,0,-10.883,1,0.037,0.681,0,0.367,0.88,131.641,"classic_folk, pop, jazz_blues"
11,"1972-08-05","Lean On Me","Bill Withers",1,16,15,9,1,83,1972,8,32,"3M8FzayQWtkvOhqMn2V4T2","1ThoqLcyIYvZn7iWbj8fsj","classic soul, funk, quiet storm, soul",0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,"soul_funk, r&b_reggae"
1,"1972-09-02","Alone Again (Naturally)","Gilbert O'Sullivan",1,12,11,2,1,88,1972,9,36,"54pvEYFocTlvIAQOfXSjqV","4HVmeVTQBgvTuvjB1JYwaf","bubblegum pop, soft rock",0.558,0.528,8,-6.265,0,0.032,0.625,7.49e-05,0.104,0.606,171.797,"pop, rock"
7,"1972-10-21","Baby Don't Get Hooked On Me","Mac Davis",1,17,16,6,1,77,1972,10,43,"4z51Gf7Ppt9Lmu5zmnUIz9","6HX8AbXUFaYRtlqKb4CCo0","classic country pop, country rock",0.495,0.307,9,-18.168,1,0.0403,0.26,5.21e-05,0.103,0.802,80.97,"pop, country, rock"
10,"1972-11-04","Ben","Michael Jackson",1,14,13,8,1,85,1972,11,45,"0ZFqB9g2FujbmMSrjqsL3j","3fMbdgg4jU18AjLCKBhRSm","r&b, soul",0.435,0.161,5,-10.84,1,0.0298,0.911,0.000214,0.113,0.291,136.166,"r&b_reggae, soul_funk"
32,"1972-11-25","My Ding-A-Ling","Chuck Berry",1,17,16,14,1,99,1972,11,48,"2L8mIvM1OwkJyGb3WwDFT3","293zczrfYafIItmnmM3coR","blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul",0.767,0.517,4,-9.908,1,0.195,0.791,0.000186,0.078,0.846,144.322,"jazz_blues, rock, soul_funk"
3,"1972-12-02","I Can See Clearly Now","Johnny Nash",1,13,12,1,1,84,1972,12,49,"0DcrhZ12WcCqruCs8ibXSf","0nAVvgfE9yI4DwvMiYwk8a",NA,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,"pop"
1,"1972-12-09","I Am Woman","Helen Reddy",2,16,12,2,1,99,1972,12,50,"3l2hbXdvmaH3tUd3qWLKgm","0Sq7oGrYEe0BDmb13wgjOO","adult standards, bubblegum pop, mellow gold, soft rock",0.392,0.681,0,-8.723,1,0.0367,0.408,2.31e-05,0.375,0.711,171.162,"classic_folk, pop, indie_alt, rock"
62,"1973-01-27","Papa Was A Rollin' Stone","The Temptations",1,16,15,45,1,83,1973,1,4,"7MiLmLbwNoyf47xQ4TCVYp","3RwQ26hR2tJtA8F9p2n7jG","classic soul, memphis soul, motown, soul",0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,"soul_funk, world_regional, r&b_reggae"
11,"1973-02-03","Me And Mrs. Jones","Billy Paul",1,14,13,6,1,74,1973,2,5,"6Ro2z4RtAUew9Kz2HZWZUi","187xgSpsFH8mMbAcoCW0zE","classic soul, disco, philly soul, quiet storm, soul",0.294,0.528,8,-10.01,1,0.0471,0.234,0,0.147,0.452,200.813,"soul_funk, pop, electronic_dance, r&b_reggae"
17,"1973-02-24","Superstition","Stevie Wonder",1,15,14,12,1,82,1973,2,8,"1h2xVEoJORqrg71HocgqXd","7guDJrEfX3qb6FEbdPA5qi","motown, soul",0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,"soul_funk, r&b_reggae"
11,"1973-03-10","You're So Vain","Carly Simon",1,15,14,6,1,99,1973,3,10,"2DnJjbjNTV9Nd5NOa1KGba","4FtSnMlCVxCswABUmdhwpm","classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,"rock, classic_folk, indie_alt, other"
45,"1973-03-31","Crocodile Rock","Elton John",1,17,16,27,1,73,1973,3,13,"6WCeFNVAXUtNczb7lqLiZU","3PhoLpVuITZKcymswpck5b","glam rock, mellow gold, piano rock, rock",0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,"rock, indie_alt"
12,"1973-04-07","Love Train","The O'Jays",1,12,11,4,1,61,1973,4,14,"28285KFbyCq8sJofn58qlD","38h03gA85YYPeDPd9ER9rT","classic soul, disco, funk, philly soul, quiet storm, soul, southern soul",0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,"soul_funk, pop, electronic_dance, r&b_reggae"
20,"1973-04-28","Killing Me Softly With His Song","Roberta Flack",1,14,13,14,1,54,1973,4,17,"3gsCAGsWr6pUm1Vy7CPPob","0W498bDDNlJIrYMKXdpLHA","adult standards, classic soul, disco, quiet storm, soft rock, soul, vocal jazz",0.476,0.381,5,-10.238,0,0.0342,0.727,0,0.0614,0.33,121.948,"classic_folk, soul_funk, pop, electronic_dance, r&b_reggae, rock, jazz_blues"
9,"1973-09-22","Touch Me In The Morning","Diana Ross",1,17,16,7,1,89,1973,9,38,"4sIkDCqNjTubfb5UVs8lEA","3MdG05syQeRYPPcClLaUGl","adult standards, disco, motown, quiet storm, soft rock, soul",0.355,0.615,6,-7.21,1,0.0314,0.454,0,0.0477,0.603,137.19,"classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock"
37,"1973-10-27","Delta Dawn","Helen Reddy",1,19,18,24,1,86,1973,10,43,"53RGKUb4zvhHaDCmjgUrIP","0Sq7oGrYEe0BDmb13wgjOO","adult standards, bubblegum pop, mellow gold, soft rock",0.48,0.818,7,-8.361,1,0.101,0.462,0,0.365,0.794,157.276,"classic_folk, pop, indie_alt, rock"
18,"1973-11-10","Let's Get It On","Marvin Gaye",1,18,17,8,1,74,1973,11,45,"627teoJpK7qZOxRRY8TNnv","3koiLjNrgRTNbOwViDipeA","classic soul, motown, neo soul, northern soul, quiet storm, soul",0.541,0.647,3,-9.715,1,0.0599,0.0948,4.3e-06,0.0576,0.642,168.809,"soul_funk, r&b_reggae"
19,"1973-11-24","Half-Breed","Cher",1,17,16,14,1,89,1973,11,47,"23jaOlnV7vHmly51DPBr35","72OaDtakiy6yFqkt4TsiFt","dance pop, pop",0.646,0.467,9,-12.678,0,0.0325,0.524,0,0.329,0.877,102.704,"pop, electronic_dance"
29,"1973-12-22","Keep On Truckin' (Part 1)","Eddie Kendricks",1,18,17,13,1,79,1973,12,51,"0XatX9siKrMcvU0reIT4Vi","2Uuon75BhnuuxdKLYn4wHn","classic soul, disco, funk, motown, p funk, quiet storm, soul",0.671,0.774,8,-7.684,1,0.0288,0.0545,0.339,0.189,0.744,97.979,"soul_funk, pop, electronic_dance, r&b_reggae"
43,"1974-01-05","Midnight Train To Georgia","Gladys Knight And The Pips",1,19,18,31,1,71,1974,1,1,"7MF7QAodbGzNYav5ZfIhAY","0TF2NxkJZPQoX1H53rEFM1","classic soul, disco, funk, motown, quiet storm, soul",0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,"soul_funk, pop, electronic_dance, r&b_reggae"
12,"1974-01-12","The Most Beautiful Girl","Charlie Rich",1,16,15,4,1,83,1974,1,2,"542C7PqR1oEfl63hlhQO4V","218kRJZ7FJs0hWIk8Ynzhz","arkansas country, country, nashville sound",0.576,0.318,7,-14.366,1,0.0286,0.661,7.47e-06,0.167,0.41,103.493,"country, world_regional, classic_folk"
26,"1974-03-02","Show And Tell","Al Wilson",1,20,19,18,1,96,1974,3,9,"2vhW1OmaZDYi63Da9d8R5o","2RwV62DIxFGEn8aWO3iaMM","northern soul",0.37,0.418,2,-11.305,1,0.0266,0.303,0,0.0832,0.926,177.576,"soul_funk"
13,"1974-03-23","The Way We Were","Barbra Streisand",1,18,17,5,1,92,1974,3,12,"1vZTgn4JXWMahR8r99ug5H","7jmTilWYlKOuavFfmQAcu6","adult standards, operatic pop, soft rock",0.264,0.32,9,-11.716,1,0.0325,0.885,0.00141,0.134,0.171,138.108,"classic_folk, pop, rock"
28,"1974-05-04","Seasons In The Sun","Terry Jacks",1,17,16,24,1,99,1974,5,18,"7pGMRy91RcQT9oHdPgYz3A","09dDdtfi4mWLdC2BHOrIrl","bubblegum pop, classic uk pop",0.648,0.646,6,-8.201,1,0.0502,0.627,4.9e-06,0.247,0.812,99.975,"pop, world_regional"
26,"1974-06-08","Bennie And The Jets","Elton John",1,17,16,21,1,69,1974,6,23,"5Wj1rJnCLpMHdLaxsFtJLs","3PhoLpVuITZKcymswpck5b","glam rock, mellow gold, piano rock, rock",0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,"rock, indie_alt"
41,"1974-06-22","TSOP (The Sound Of Philadelphia)","MFSB Featuring The Three Degrees",1,17,16,40,1,65,1974,6,25,"50wtPW7qTqRCi78OxVn2ep","2RTUTCvo6onsAnheUk3aL9","alternative metal, nu metal, post-grunge, rock",0.654,0.925,7,-4.365,0,0.0268,0.0249,0.0022,0.0572,0.963,113.403,"indie_alt, rock"
45,"1974-07-27","Sundown","Gordon Lightfoot",1,16,15,12,1,83,1974,7,30,"0SjnBEHZVXgCKvOrpvzL2k","23rleGXVOVVgTk3xgtmfE4","canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,"country, world_regional, rock, classic_folk, indie_alt, other"
95,"1974-08-17","Band On The Run","Paul McCartney And Wings",1,18,17,70,1,95,1974,8,33,"1H4idkmruFoJBg1DvUv2tY","3sFhA6G1N0gG1pszb6kk1m","album rock, art rock, classic rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,"rock, classic_folk, indie_alt, other"
100,"1974-08-24","Billy, Don't Be A Hero","Bo Donaldson And The Heywoods",1,19,18,99,1,100,1974,8,34,"6ZqgJAbxuEUjazBLN5V0U4","6hpEpmvfhm26T0Mc8x65ox","bubblegum pop",0.701,0.69,11,-10.27,1,0.0398,0.0227,0,0.173,0.964,122.189,"pop"
59,"1974-08-31","Rock The Boat","The Hues Corporation",1,15,14,49,1,83,1974,8,35,"7fu3Tv5rcoGD1PZV7s57WW","6PpGPIrFf3LM7Q77eR4Bts","disco",0.596,0.58,3,-9.72,1,0.0446,0.256,0,0.1,0.884,107.182,"pop, soul_funk, electronic_dance"
41,"1974-09-28","The Night Chicago Died","Paper Lace",1,16,15,31,1,98,1974,9,39,"4f4RRYN3R7glPElFjeoUnC","33W24YuaMUEk85MwRX6cRs","bubblegum pop, classic uk pop",0.767,0.45,0,-12.352,1,0.0824,0.347,0,0.113,0.809,106.847,"pop, world_regional"
32,"1974-10-12","Rock Me Gently","Andy Kim",1,17,16,12,1,81,1974,10,41,"2qh2VGAOYFXLsMbdATRf6w","5MYBNUKoFf9LAg30ByaBli","bubblegum pop, classic uk pop",0.719,0.703,0,-8.306,1,0.0545,0.231,9e-05,0.129,0.776,123.173,"pop, world_regional"
15,"1974-10-26","Nothing From Nothing","Billy Preston",1,16,15,1,1,70,1974,10,43,"72PoJMDfdaw9gGECgA9kTZ","0IecGJbdBeYSOVtSPRehh5","funk, psychedelic soul, rock keyboard, soul",0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,"soul_funk, rock"
79,"1974-11-16","Then Came You","Dionne Warwicke & Spinners",1,17,16,39,1,79,1974,11,46,"2ARBXxaM4pzXhGpFoZPAg7","2JSjCHK79gdaiPWdKiNUNp","adult standards, brill building pop, disco, quiet storm, soft rock, vocal jazz",0.803,0.73,9,-7.458,0,0.0608,0.643,0,0.585,0.816,116.626,"classic_folk, pop, soul_funk, electronic_dance, r&b_reggae, rock, jazz_blues"
93,"1974-12-07","You Haven't Done Nothin","Stevie Wonder",1,19,18,65,1,93,1974,12,49,"1inwt0v9a4ib9yS6Y4KsdM","7guDJrEfX3qb6FEbdPA5qi","motown, soul",0.749,0.641,10,-10.06,0,0.0356,0.296,0.000104,0.501,0.841,101.467,"soul_funk, r&b_reggae"
12,"1974-12-14","You Ain't Seen Nothing Yet/Free Wheelin'","Bachman-Turner Overdrive",1,13,12,8,1,65,1974,12,50,"0HOrDVS349XFcpCYsO2hAP","5q4AzEtCoYJyXjMMoEkSU5","album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock",0.475,0.439,11,-15.039,0,0.0427,0.000146,0.000277,0.223,0.76,118.392,"rock, world_regional, country, classic_folk, indie_alt, other"
61,"1975-01-18","I Can Help","Billy Swan",1,17,16,40,1,90,1975,1,3,"4oW1lGOw5Q5OLvoJv92qoE","6nNkKMkPl1qBCEW3Al9eVV","swamp pop",0.471,0.675,0,-9.07,1,0.0513,0.511,0.019,0.232,0.53,125.313,"pop"
57,"1975-02-01","Cat's In The Cradle","Harry Chapin",1,18,17,44,1,88,1975,2,5,"2obblQ6tcePeOEVJV6nEGD","42q4Ivs7tAiCZ5C7eG5q4c","classic rock, country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",0.489,0.578,10,-9.766,1,0.0418,0.234,0,0.123,0.511,78.111,"rock, country, classic_folk, indie_alt, other"
16,"1975-02-15","Laughter In The Rain","Neil Sedaka",1,18,17,8,1,95,1975,2,7,"2ozTcQyZQmm9tSmc4VZfwU","5N6GwJzOcOY5kv8p0NjhYL","adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock",0.495,0.613,5,-9.463,1,0.0239,0.348,0.0058,0.0406,0.924,100.535,"classic_folk, pop, rock"
62,"1975-03-08","Please Mr. Postman","Carpenters",1,16,15,44,1,77,1975,3,10,"74jZhGv0fdLaf9q8AZZ15k","1eEfMU2AhEo7XnKgL7c304","adult standards, mellow gold, soft rock",0.664,0.547,9,-11.594,1,0.0281,0.139,1.79e-06,0.239,0.964,132.943,"classic_folk, indie_alt, rock"
1,"1975-03-22","My Eyes Adored You","Frankie Valli",1,18,17,2,1,94,1975,3,12,"2yDQVcj26tpi9IUJhw9xDs","3CDKmzJu6uwEGnPLLZffpD","adult standards, bubblegum pop, lounge, rock-and-roll",0.461,0.499,11,-10.443,0,0.0316,0.238,0,0.135,0.387,137.687,"classic_folk, pop, rock"
41,"1975-05-03","Lady Marmalade","Labelle",1,18,17,23,1,98,1975,5,18,"17VWTx7LD7liGlpnlGhUbn","3DznKagEU8yMQZR9z33Da5","disco, quiet storm",0.631,0.563,2,-12.135,0,0.0552,0.398,0,0.0733,0.947,117.963,"pop, soul_funk, electronic_dance, r&b_reggae"
35,"1975-05-10","Lovin' You","Minnie Riperton",1,17,16,17,1,80,1975,5,19,"3ebYtLVuV4HzEZUDcpZB9p","2i1IdHG5w0wiSmJGoqAGlj","classic soul, disco, funk, motown, quiet storm, soul",0.387,0.164,9,-14.617,1,0.085,0.962,0,0.0817,0.409,72.029,"soul_funk, pop, electronic_dance, r&b_reggae"
20,"1975-05-24","(Hey Won't You Play) Another Somebody Done Somebody Wrong Song","B.J. Thomas",1,17,16,10,1,99,1975,5,21,"0b7qiL1rLbUUpGXczt7p5T","0uUNzXylqsZdmFDwdxaP1V","adult standards, bubblegum pop, classic country pop, folk rock, mellow gold, soft rock",0.637,0.528,4,-11.287,1,0.0328,0.744,0,0.114,0.702,124.806,"classic_folk, pop, country, rock, indie_alt"
7,"1975-06-07","Before The Next Teardrop Falls","Freddy Fender",1,19,18,1,1,97,1975,6,23,"2SVW5774QbmEjWfbHOEnz3","0SNdq9iJyup4XY6JbNHbt6","classic country pop, new mexico music, swamp pop",0.778,0.307,10,-9.356,1,0.0341,0.892,0.000287,0.0985,0.699,92.299,"pop, country, world_regional"
43,"1975-06-28","Shining Star","Earth, Wind & Fire",1,20,19,29,1,86,1975,6,26,"0RgcOUQg4qYAEt9RIdf3oB","4QQgXkCYTt3BlENzhyNETg","disco, funk, jazz funk, soul",0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,"pop, soul_funk, electronic_dance, jazz_blues"
